Unnamed: 0,repo_id,username,robot_type,total_episodes,total_frames,fps,camera_keys,num_cameras,video_keys,has_video,total_tasks,tasks,is_sim,is_eval,features,chunks_size,total_chunks,version,creation_date
104,lerobot/berkeley_rpt,lerobot,unknown,908,392578,30.0,observation.images.hand_image,1,observation.images.hand_image,True,4,"{""0"": ""stack cube"", ""1"": ""pick an object from the bin"", ""2"": ""destack cube"", ""3"": ""pick yellow cube""}",False,False,"observation.images.hand_image,observation.state,action,timestamp,episode_index,frame_index,next.reward,next.done,index,task_index",1000,1,2.0,2025-02-21 17:17:32+00:00
111,han5i5j1986/koch_lego_2024-10-16-01,han5i5j1986,unknown,50,11636,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""koch_lego_2024-10-16-01""}",False,False,"observation.state,action,observation.images.laptop,observation.images.phone,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2025-01-08 10:24:32+00:00
112,han5i5j1986/koch_lego_2024-10-17-01,han5i5j1986,unknown,50,12389,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Tell me.""}",False,False,"observation.state,action,observation.images.laptop,observation.images.phone,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2025-01-23 13:10:48+00:00
115,underctrl/single-block_multi-color_pick-up_50,underctrl,koch,50,27178,30.0,"observation.images.phone,observation.images.webcam",2,"observation.images.phone,observation.images.webcam",True,1,"{""0"": ""Pick single block of multi-color  and drop it in the box on the right.""}",False,False,"observation.state,observation.images.phone,observation.images.webcam,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2024-11-27 06:50:01+00:00
121,underctrl/single-block_blue-color_pick-up_80,underctrl,koch,80,31991,30.0,"observation.images.phone,observation.images.webcam",2,"observation.images.phone,observation.images.webcam",True,1,"{""0"": ""Pick single block of multi-color  and drop it in the box on the right.""}",False,False,"observation.state,observation.images.phone,observation.images.webcam,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2024-11-27 06:52:50+00:00
123,underctrl/mutli-stacked-block_mutli-color_pick-up_80,underctrl,koch,80,52609,30.0,"observation.images.phone,observation.images.webcam",2,"observation.images.phone,observation.images.webcam",True,1,"{""0"": ""Pick single block of multi-color  and drop it in the box on the right.""}",False,False,"observation.state,observation.images.phone,observation.images.webcam,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2024-11-27 06:56:45+00:00
124,underctrl/single-stacked-block_two-color_pick-up_80,underctrl,koch,80,31816,30.0,"observation.images.phone,observation.images.webcam",2,"observation.images.phone,observation.images.webcam",True,1,"{""0"": ""Pick single block of multi-color  and drop it in the box on the right.""}",False,False,"observation.state,observation.images.phone,observation.images.webcam,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2024-11-27 06:58:12+00:00
127,underctrl/single-stacked-block_mutli-color_pick-up_80,underctrl,koch,80,31442,30.0,"observation.images.phone,observation.images.webcam",2,"observation.images.phone,observation.images.webcam",True,1,"{""0"": ""Pick single block of multi-color  and drop it in the box on the right.""}",False,False,"observation.state,observation.images.phone,observation.images.webcam,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2024-11-27 06:54:05+00:00
137,Ofiroz91/so_100_cube2bowl,Ofiroz91,so100,40,46281,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""placing cube inside a red bawl""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-03 00:00:15+00:00
147,underctrl/handcamera_single_blue,underctrl,koch,80,31478,30.0,"observation.images.android,observation.images.webcam,observation.images.handcam",3,"observation.images.android,observation.images.webcam,observation.images.handcam",True,1,"{""0"": ""Pick the Lego block and drop it in the box on the right.""}",False,False,"observation.state,observation.images.android,observation.images.webcam,observation.images.handcam,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2024-12-07 19:20:45+00:00
156,apockill/myarm-6-put-cube-to-the-side-30fps-lowres,apockill,myarm,253,82078,30.0,"observation.images.wrist,observation.images.top",2,"observation.images.wrist,observation.images.top",True,1,"{""0"": ""Look pick up a cube and then place it into the black bin.""}",False,False,"action,observation.state,observation.images.wrist,observation.images.top,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-10 17:12:34+00:00
157,underctrl/handcamera_double_weird,underctrl,unknown,80,36475,30.0,"observation.images.android,observation.images.webcam,observation.images.handcam",3,"observation.images.android,observation.images.webcam,observation.images.handcam",True,1,"{""0"": ""handcamera_double-block_weird-shape_pick-up_8""}",False,False,"observation.state,observation.images.android,observation.images.webcam,observation.images.handcam,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2024-12-09 01:28:37+00:00
159,underctrl/handcamera_double-block_2-colors_pick-up_80,underctrl,unknown,80,40026,30.0,"observation.images.android,observation.images.webcam,observation.images.handcam",3,"observation.images.android,observation.images.webcam,observation.images.handcam",True,1,"{""0"": ""handcamera_double-block_2-colors_pick-up_80""}",False,False,"observation.state,observation.images.android,observation.images.webcam,observation.images.handcam,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2024-12-09 00:38:05+00:00
165,underctrl/handcamera_double-block_blue-color_pick-up_80,underctrl,unknown,80,33117,30.0,"observation.images.android,observation.images.webcam,observation.images.handcam",3,"observation.images.android,observation.images.webcam,observation.images.handcam",True,1,"{""0"": ""handcamera_double-block_blue-color_pick-up_80""}",False,False,"observation.state,observation.images.android,observation.images.webcam,observation.images.handcam,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2024-12-12 06:39:14+00:00
168,cmcgartoll/cube_color_organizer,cmcgartoll,koch,151,68763,30.0,"observation.images.claw,observation.images.front,observation.images.phone",3,"observation.images.claw,observation.images.front,observation.images.phone",True,3,"{""0"": ""Organize blue cube"", ""1"": ""Organize red cube"", ""2"": ""Organize yellow cube""}",False,False,"action,observation.state,observation.images.claw,observation.images.front,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-09 10:15:33+00:00
174,underctrl/handcamera_single_orange,underctrl,unknown,80,20566,30.0,"observation.images.android,observation.images.webcam,observation.images.handcam",3,"observation.images.android,observation.images.webcam,observation.images.handcam",True,1,"{""0"": ""handcamera_single-block_orange-color_pick-up_80""}",False,False,"observation.state,observation.images.android,observation.images.webcam,observation.images.handcam,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2024-12-10 06:09:31+00:00
175,underctrl/handcamera_double-block_orange-color,underctrl,unknown,80,41198,30.0,"observation.images.android,observation.images.webcam,observation.images.handcam",3,"observation.images.android,observation.images.webcam,observation.images.handcam",True,1,"{""0"": ""handcamera_double-block_orange-color_pick-up_80""}",False,False,"observation.state,observation.images.android,observation.images.webcam,observation.images.handcam,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2024-12-10 19:51:36+00:00
178,ZCM5115/so100_1210,ZCM5115,so100,50,13295,30.0,"observation.images.laptop,observation.images.hikvision",2,"observation.images.laptop,observation.images.hikvision",True,1,"{""0"": ""tutorial""}",False,False,"action,observation.state,observation.images.laptop,observation.images.hikvision,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-10 11:27:08+00:00
184,francescocrivelli/carrot_eating,francescocrivelli,so100,61,38435,30.0,"observation.images.endeffector,observation.images.workspace",2,"observation.images.endeffector,observation.images.workspace",True,1,"{""0"": ""pick up carrot and bring to mouth""}",False,False,"action,observation.state,observation.images.endeffector,observation.images.workspace,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-10 15:42:13+00:00
216,jclinton1/wedgit_stack,jclinton1,unknown,50,29612,30.0,observation.images.webcam,1,observation.images.webcam,True,1,"{""0"": ""stack wedgit blocks to form pyramid""}",False,False,"observation.state,observation.images.webcam,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2024-12-16 02:52:57+00:00
223,seeingrain/pick_place_lego,seeingrain,koch,50,23027,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick_blue_lego ""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-17 05:02:19+00:00
224,JohannesSaut/koch_training_6,JohannesSaut,unknown,100,31648,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Place the blue cube in the bin""}",False,False,"observation.state,observation.images.laptop,observation.images.phone,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2025-01-02 19:10:05+00:00
230,seeingrain/pick_place_lego_wider_range_richard,seeingrain,koch,50,20918,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""test""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-18 10:17:33+00:00
231,seeingrain/pick_place_lego_wider_range_dang,seeingrain,koch,50,10759,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""test""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-18 10:51:21+00:00
234,seeingrain/pick_place_lego_wider_range_dong,seeingrain,koch,57,22565,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""test""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-18 13:12:33+00:00
238,seeingrain/pick_lego_to_hand,seeingrain,koch,50,21254,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick_lego_to_hand ""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-19 02:47:38+00:00
248,seeingrain/pick_place_red_lego,seeingrain,koch,50,21915,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick_place_red_lego""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-20 02:29:50+00:00
250,danmac1/red_ball,danmac1,unknown,50,28159,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Pick up the red ball and place it into the bin.""}",False,False,"observation.state,observation.images.laptop,observation.images.phone,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2024-12-25 04:23:54+00:00
254,seeingrain/pick_place_pink_lego,seeingrain,koch,50,19352,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick_place_pink_lego ""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-20 14:20:50+00:00
263,seeingrain/one_shot_learning_18episodes,seeingrain,koch,36,15298,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""one_shot_learning ""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-22 13:46:06+00:00
282,Lugenbott/koch_1225,Lugenbott,koch,50,11825,30.0,"observation.images.Camera0,observation.images.Camera2",2,"observation.images.Camera0,observation.images.Camera2",True,1,"{""0"": ""Pick and place""}",False,False,"action,observation.state,observation.images.Camera0,observation.images.Camera2,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-25 08:34:23+00:00
315,ZCM5115/so100_2Arm3cameras_movebox,ZCM5115,so100,50,17383,30.0,"observation.images.top,observation.images.left,observation.images.right",3,"observation.images.top,observation.images.left,observation.images.right",True,1,"{""0"": ""pick and place objects""}",False,False,"action,observation.state,observation.images.top,observation.images.left,observation.images.right,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-27 07:59:40+00:00
316,twerdster/koch_training_red,twerdster,koch,30,14524,30.0,"observation.images.rightegocam,observation.images.rightstereocam",2,"observation.images.rightegocam,observation.images.rightstereocam",True,1,"{""0"": ""move red block into hoop""}",False,False,"action,observation.state,observation.images.rightegocam,observation.images.rightstereocam,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-27 08:57:59+00:00
320,dboemer/koch_50-samples,dboemer,koch,50,16417,30.0,"observation.images.side,observation.images.top",2,"observation.images.side,observation.images.top",True,1,"{""0"": ""placing red lego in bin""}",False,False,"action,observation.state,observation.images.side,observation.images.top,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-27 22:29:21+00:00
321,seeingrain/241228_pick_place_2cams,seeingrain,koch,30,8768,30.0,"observation.images.top,observation.images.side",2,"observation.images.top,observation.images.side",True,1,"{""0"": ""241228_pick_place_2cams""}",False,False,"action,observation.state,observation.images.top,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-28 03:53:38+00:00
325,pranavsaroha/so100_carrot_1,pranavsaroha,so100,40,17072,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick a carrot and put it in the bin""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-28 19:22:39+00:00
329,pranavsaroha/so100_carrot_3,pranavsaroha,so100,40,15392,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick a carrot and put it in the bin""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-28 21:51:25+00:00
330,Eyas/grab_pink_lighter_10_per_loc,Eyas,koch,50,20055,30.0,observation.images.laptop,1,observation.images.laptop,True,1,"{""0"": ""SINGLE_TASK""}",False,False,"action,observation.state,observation.images.laptop,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-28 21:54:42+00:00
340,Eyas/grab_bouillon,Eyas,koch,100,39190,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""SINGLE_TASK""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-29 10:20:49+00:00
343,maximilienroberti/so100_lego_red_box,maximilienroberti,so100,150,40711,30.0,"observation.images.cam_left,observation.images.cam_middle,observation.images.cam_right",3,"observation.images.cam_left,observation.images.cam_middle,observation.images.cam_right",True,1,"{""0"": ""Placing the red Lego in the red box bin.""}",False,False,"action,observation.state,observation.images.cam_left,observation.images.cam_middle,observation.images.cam_right,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-08 08:55:29+00:00
352,pranavsaroha/so100_squishy,pranavsaroha,so100,50,19001,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick a squishy and put it in the bin""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-30 03:41:34+00:00
359,rabhishek100/so100_train_dataset,rabhishek100,so100,50,51118,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick_and_place""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-30 12:55:53+00:00
360,twerdster/koch_new_training_red,twerdster,koch,31,14660,30.0,"observation.images.laptop,observation.images.iphone",2,"observation.images.laptop,observation.images.iphone",True,1,"{""0"": ""move red cube into cellotape circle""}",False,False,"action,observation.state,observation.images.laptop,observation.images.iphone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-30 13:01:25+00:00
364,pranavsaroha/so100_squishy100,pranavsaroha,so100,50,18989,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick a squishy and put it in the bin""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2024-12-30 18:22:54+00:00
390,andabi/shoes_easy,andabi,koch_bimanual,50,7528,30.0,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",3,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",True,1,"{""0"": ""shoes_easy""}",False,False,"action,observation.state,observation.images.bird,observation.images.wrist_left,observation.images.wrist_right,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-03 02:04:12+00:00
394,pandaRQ/pickmed,pandaRQ,so100,50,22326,30.0,"observation.images.laptop,observation.images.laptop1,observation.images.laptop2",3,"observation.images.laptop,observation.images.laptop1,observation.images.laptop2",True,1,"{""0"": ""pickMED0""}",False,False,"action,observation.state,observation.images.laptop,observation.images.laptop1,observation.images.laptop2,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-03 13:04:06+00:00
403,swarajgosavi/act_kikobot_pusht_real,swarajgosavi,so100,50,21417,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pusht""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-04 13:20:09+00:00
406,pranavsaroha/so100_squishy2colors_1,pranavsaroha,so100,31,18611,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick the squishies and put them in the bins with their corresponding colors""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-05 03:46:54+00:00
417,Chojins/chess_game_001_white,Chojins,so100,55,31303,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Move the blue chess pieces as indicated by the highlighted squares""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-25 01:05:44+00:00
422,jmrog/so100_sweet_pick,jmrog,so100,50,32068,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""red sweet pick""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-06 22:22:38+00:00
423,Chojins/chess_game_002_white,Chojins,so100,50,23962,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Move the blue chess pieces as indicated by the highlighted squares""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-25 01:43:20+00:00
424,pranavsaroha/so100_squishy2colors_2_new,pranavsaroha,so100,31,22384,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick the squishies and put them in the bins with their corresponding colors""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-07 00:32:10+00:00
425,Chojins/chess_game_003_white,Chojins,so100,50,20967,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Move the blue chess pieces as indicated by the highlighted squares""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-25 02:18:47+00:00
431,hannesill/koch_sort_2_blocks_50,hannesill,unknown,50,23864,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""IF THE BLOCK IS BLUE, PICK IT UP AND PLACE IT IN THE LEFT BOX, IF THE BLOCK IS WHITE, PICK IT UP AND PLACE IT IN THE RIGHT BOX.""}",False,False,"observation.state,observation.images.laptop,observation.images.phone,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,2.0,2025-01-08 09:13:24+00:00
436,Chojins/chess_game_004_white,Chojins,so100,50,23035,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Move the blue chess pieces as indicated by the highlighted squares""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-25 06:28:12+00:00
437,Chojins/chess_game_005_white,Chojins,so100,50,23275,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Move the blue chess pieces as indicated by the highlighted squares""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-25 09:57:00+00:00
438,Chojins/chess_game_006_white,Chojins,so100,50,22490,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Move the blue chess pieces as indicated by the highlighted squares""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-25 22:55:27+00:00
439,Chojins/chess_game_007_white,Chojins,so100,50,22087,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Move the blue chess pieces as indicated by the highlighted squares""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-25 23:34:41+00:00
447,pollen-robotics/apple_storage_2,pollen-robotics,reachy2,54,12906,30.0,observation.images.head_left,1,observation.images.head_left,True,1,"{""0"": ""grasp the apple and place it in the bowl""}",False,False,"action,observation.state,observation.images.head_left,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-08 15:43:04+00:00
449,Beegbrain/oc_stack_cubes,Beegbrain,moss,40,17479,30.0,"observation.images.realsense,observation.images.realsense_top",2,"observation.images.realsense,observation.images.realsense_top",True,1,"{""0"": ""stack the red cube on the blue cube""}",False,False,"action,observation.state,observation.images.realsense,observation.images.realsense_top,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-08 16:00:57+00:00
454,koenvanwijk/blue52,koenvanwijk,so100,52,7183,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Place blue block in box""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-01-08 22:22:29+00:00
