Unnamed: 0,repo_id,username,robot_type,total_episodes,total_frames,fps,camera_keys,num_cameras,video_keys,has_video,total_tasks,tasks,is_sim,is_eval,features,chunks_size,total_chunks,version,creation_date
2521,lirislab/red_cube_into_green_lego_block,lirislab,so100,30,11447,30.0,"observation.images.realsense_side,observation.images.realsense_top",2,"observation.images.realsense_side,observation.images.realsense_top",True,1,"{""0"": ""First serious test""}",False,False,"action,observation.state,observation.images.realsense_side,observation.images.realsense_top,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-03-25 16:59:46+00:00
2522,lirislab/red_cube_into_blue_cube,lirislab,so100,45,13634,30.0,"observation.images.realsense_side,observation.images.realsense_top",2,"observation.images.realsense_side,observation.images.realsense_top",True,1,"{""0"": ""Puttingg red block on blue one""}",False,False,"action,observation.state,observation.images.realsense_side,observation.images.realsense_top,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-03-25 17:02:50+00:00
2527,00ri/so100_battery,00ri,so100,50,24263,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a battery and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-26 00:55:29+00:00
2537,frk2/so100largediffcam,frk2,so100,50,22398,30.0,"observation.images.wrist,observation.images.top",2,"observation.images.wrist,observation.images.top",True,1,"{""0"": ""Pick up roll of tape and put it in the bin""}",False,False,"action,observation.state,observation.images.wrist,observation.images.top,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-26 05:14:09+00:00
2544,FsqZ/so100_1,FsqZ,so100,40,19197,30.0,observation.images.side,1,observation.images.side,True,1,"{""0"": ""put the yellow cube inside the purple box""}",False,False,"action,observation.state,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-03-26 07:41:11+00:00
2547,ZGGZZG/so100_drop0,ZGGZZG,so100,33,15852,30.0,"observation.images.left,observation.images.up",2,"observation.images.left,observation.images.up",True,1,"{""0"": ""Grasp a ball and put it in the hole.""}",False,False,"action,observation.state,observation.images.left,observation.images.up,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-26 08:11:42+00:00
2595,Chojins/chess_game_000_white_red,Chojins,so100,103,40377,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Move the red chess pieces as indicated by the highlighted squares""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-29 06:43:57+00:00
2613,smanni/train_so100_fluffy_box,smanni,so100,103,61490,30.0,observation.images.intel_realsense,1,observation.images.intel_realsense,True,1,"{""0"": ""Grasp a small object and place it in the box""}",False,False,"action,observation.state,observation.images.intel_realsense,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-27 13:51:11+00:00
2636,ganker5/so100_push_20250328,ganker5,so100,50,16089,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a lego block and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-28 05:34:14+00:00
2637,ganker5/so100_dataline_0328,ganker5,so100,50,24918,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a lego block and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-28 06:59:39+00:00
2642,ganker5/so100_color_0328,ganker5,so100,50,17414,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a lego block and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-28 09:20:20+00:00
2682,CrazyYhang/A1234-B-C_mvA2B,CrazyYhang,so100,30,15989,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""4 disk hanoi solution""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-29 03:36:07+00:00
2690,RasmusP/so100_Orange2Green,RasmusP,so100,50,29712,30.0,"observation.images.webcam,observation.images.phone",2,"observation.images.webcam,observation.images.phone",True,1,"{""0"": ""Grasp the orange block and drop it in the box.""}",False,False,"action,observation.state,observation.images.webcam,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 09:37:15+00:00
2718,sixpigs1/so100_pick_cube_in_box,sixpigs1,so100,100,28234,30.0,"observation.images.above,observation.images.rightfront",2,"observation.images.above,observation.images.rightfront",True,1,"{""0"": ""Pick up the red cube and put it in the box.""}",False,False,"action,observation.state,observation.images.above,observation.images.rightfront,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-30 12:44:38+00:00
2724,ganker5/so100_push_20250331,ganker5,so100,60,36647,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a lego block and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-31 02:18:38+00:00
2725,ganker5/so100_dataline_20250331,ganker5,so100,50,30443,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a lego block and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-31 03:07:36+00:00
2739,lirislab/put_caps_into_teabox,lirislab,so100,30,10759,30.0,"observation.images.realsense_top,observation.images.realsense_side",2,"observation.images.realsense_top,observation.images.realsense_side",True,1,"{""0"": ""Pick the coffee caps and put it into the top drawer of the teabox""}",False,False,"action,observation.state,observation.images.realsense_top,observation.images.realsense_side,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-31 13:57:46+00:00
2740,lirislab/close_top_drawer_teabox,lirislab,so100,30,5502,30.0,"observation.images.realsense_top,observation.images.realsense_side",2,"observation.images.realsense_top,observation.images.realsense_side",True,1,"{""0"": ""Close the top drawer of the teabox""}",False,False,"action,observation.state,observation.images.realsense_top,observation.images.realsense_side,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-31 14:09:37+00:00
2741,lirislab/open_top_drawer_teabox,lirislab,so100,30,9600,30.0,"observation.images.realsense_top,observation.images.realsense_side",2,"observation.images.realsense_top,observation.images.realsense_side",True,1,"{""0"": ""Open the top drawer of the teabox""}",False,False,"action,observation.state,observation.images.realsense_top,observation.images.realsense_side,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-31 14:22:29+00:00
2742,lirislab/unfold_bottom_right,lirislab,so100,30,9374,30.0,"observation.images.realsense_top,observation.images.realsense_side",2,"observation.images.realsense_top,observation.images.realsense_side",True,1,"{""0"": ""Unfold the bag from bottom right corner""}",False,False,"action,observation.state,observation.images.realsense_top,observation.images.realsense_side,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-31 14:39:56+00:00
2745,lirislab/push_cup_target,lirislab,so100,30,8528,30.0,"observation.images.realsense_top,observation.images.realsense_side",2,"observation.images.realsense_top,observation.images.realsense_side",True,1,"{""0"": ""Push the red cup to the pink target""}",False,False,"action,observation.state,observation.images.realsense_top,observation.images.realsense_side,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-31 15:04:46+00:00
2748,lirislab/put_banana_bowl,lirislab,so100,30,9717,30.0,"observation.images.realsense_top,observation.images.realsense_side",2,"observation.images.realsense_top,observation.images.realsense_side",True,1,"{""0"": ""Put the banana into the red bowl""}",False,False,"action,observation.state,observation.images.realsense_top,observation.images.realsense_side,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-03-31 15:21:54+00:00
2761,Chojins/chess_game_001_blue_stereo,Chojins,so100-blue,307,109498,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Move the blue chess pieces as indicated by the highlighted squares""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 07:07:17+00:00
2777,Chojins/chess_game_001_red_stereo,Chojins,so100-red,268,100850,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Move the red chess pieces as indicated by the highlighted squares""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 07:11:59+00:00
2828,ganker5/so100_toy_20250402,ganker5,so100,100,53671,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a lego block and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-02 03:33:53+00:00
2860,Gano007/so100_medic,Gano007,so100,50,17946,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a medic box and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-02 11:33:13+00:00
2917,00ri/so100_battery_bin_center,00ri,so100,50,17715,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a battery and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-03 21:42:28+00:00
2937,paszea/so100_whale_2,paszea,so100,50,28148,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a whale and put it in the plate.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-04 04:15:28+00:00
2939,lirislab/fold_bottom_right,lirislab,so100,30,11212,30.0,"observation.images.realsense_top,observation.images.realsense_side",2,"observation.images.realsense_top,observation.images.realsense_side",True,1,"{""0"": ""Fold the bag from the bottom right corner""}",False,False,"action,observation.state,observation.images.realsense_top,observation.images.realsense_side,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-04 08:37:10+00:00
2941,lirislab/put_coffee_cap_teabox,lirislab,so100,40,14806,30.0,"observation.images.realsense_top,observation.images.realsense_side",2,"observation.images.realsense_top,observation.images.realsense_side",True,1,"{""0"": ""Put the coffee cap into the top drawer of the teabox""}",False,False,"action,observation.state,observation.images.realsense_top,observation.images.realsense_side,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-04 09:01:09+00:00
2954,therarelab/so100_pick_place_2,therarelab,so100,60,25014,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Pick a plaster roll and place""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-04-09 21:14:55+00:00
2968,paszea/so100_whale_3,paszea,so100,35,20129,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a whale and put it in the plate.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-04 23:24:57+00:00
2970,paszea/so100_whale_4,paszea,so100,60,34457,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a whale and put it in the plate.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-05 00:06:39+00:00
3023,paszea/so100_lego,paszea,so100,50,37770,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a lego and put it in the basket.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-06 21:41:32+00:00
3032,LemonadeDai/so100_coca,LemonadeDai,so100,50,14900,30.0,"observation.images.wrist,observation.images.top",2,"observation.images.wrist,observation.images.top",True,1,"{""0"": ""Grasp a coca and flip""}",False,False,"action,observation.state,observation.images.wrist,observation.images.top,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-07 09:23:29+00:00
3050,zijian2022/backgrounda,zijian2022,so100,40,11960,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a lego block and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-07 18:07:13+00:00
3055,zijian2022/backgroundb,zijian2022,so100,40,11960,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a lego block and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-09 18:55:59+00:00
3058,356c/so100_nut_sort_1,356c,so100,60,43384,30.0,"observation.images.side,observation.images.overhead,observation.images.body",3,"observation.images.side,observation.images.overhead,observation.images.body",True,1,"{""0"": ""Pick nuts and sort by color.""}",False,False,"action,observation.state,observation.images.side,observation.images.overhead,observation.images.body,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-08 01:27:27+00:00
3078,Mwuqiu/so100_0408_muti,Mwuqiu,so100,66,28652,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a yellow duck and put it in the box.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-08 12:43:41+00:00
3085,aimihat/so100_tape,aimihat,so100,30,13440,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick up the tape.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-08 14:08:10+00:00
3091,lirislab/so100_demo,lirislab,so100,30,16763,30.0,observation.images.front,1,observation.images.front,True,1,"{""0"": ""Put the banana into the red bowl'.""}",False,False,"action,observation.state,observation.images.front,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-04-08 15:14:31+00:00
3136,356c/so100_duck_reposition_1,356c,so100,60,48776,30.0,"observation.images.side,observation.images.overhead,observation.images.body",3,"observation.images.side,observation.images.overhead,observation.images.body",True,1,"{""0"": ""Grasp tool and reposition duck""}",False,False,"action,observation.state,observation.images.side,observation.images.overhead,observation.images.body,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-09 22:13:47+00:00
3138,zijian2022/sort1,zijian2022,so100,40,11959,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a box sort by color,grey for left,black for right.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-10 19:11:04+00:00
3149,weiye11/so100_410_zwy,weiye11,so100,101,36046,30.0,"observation.images.top,observation.images.wrist_left",2,"observation.images.top,observation.images.wrist_left",True,1,"{""0"": ""Pick the cube""}",False,False,"action,observation.state,observation.images.top,observation.images.wrist_left,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-10 05:53:13+00:00
3173,VoicAndrei/so100_banana_to_plate_only,VoicAndrei,so100,120,31068,30.0,"observation.images.right,observation.images.top",2,"observation.images.right,observation.images.top",True,1,"{""0"": ""Pick up the banana and place it on the plate""}",False,False,"action,observation.state,observation.images.right,observation.images.top,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-10 15:44:50+00:00
3216,sixpigs1/so100_stack_cube_error,sixpigs1,so100,80,23435,30.0,"observation.images.above,observation.images.rightfront",2,"observation.images.above,observation.images.rightfront",True,4,"{""0"": ""Pick up the red cube and stack it on the green cube with position offset when grasping."", ""1"": ""Pick up the red cube and stack it on the green cube with gripper error when grasping."", ""2"": ""Pick up the red cube and stack it on the green cube with position offset when stacking."", ""3"": ""Pick up the red cube and stack it on the green cube without errors.""}",False,False,"action,observation.state,observation.images.above,observation.images.rightfront,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-11 09:26:34+00:00
3238,isadev/bougies3,isadev,so100,200,64308,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""grab the candle wick by the aluminium plate and place it in the tray.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-11 15:38:09+00:00
